Tên,Link
Cấp lại Giấy phép lái xe,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002820
Cấp lại Thẻ đấu giá viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001807
"Cấp đổi Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp huyện)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000556
"Cấp đổi Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp Trung ương)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003176
"Cấp đổi Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001402
"Cấp giấy thông hành xuất, nhập cảnh vùng biên giới cho công dân Việt Nam thường trú tại các xã, phường, thị trấn tiếp giáp đường biên giới Việt Nam – Trung Quốc ở Công an cấp xã",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003133
"Cấp giấy thông hành xuất, nhập cảnh vùng biên giới Việt Nam – Trung Quốc cho cán bộ, công chức làm việc tại các cơ quan nhà nước có trụ sở đóng tại huyện, thị xã, thành phố thuộc tỉnh của Việt Nam tiếp giáp đường biên giới Việt Nam - Trung Quốcở Công an cấp huyện",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003181
"Cấp giấy thông hành nhập, xuất cảnh cho công dân Việt Nam sang du lịch các tỉnh, thành phố biên giới Trung Quốc tiếp giáp với Việt Nam tại Công an cấp tỉnh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003494
Đổi giấy phép lái xe hoặc bằng lái xe của nước ngoài sang giấy phép lái xe do ngành Giao thông vận tải cấp,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002796
Đổi giấy phép lái xe do ngành Công an cấp sang giấy phép lái xe do ngành Giao thông vận tải cấp,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002801
Cấp Chứng chỉ hành nghề dược theo hình thức thi trong trường hợp Chứng chỉ hành nghề dược bị ghi sai do lỗi cơ quan cấp Chứng chỉ hành nghề dược,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004523
"Cấp Chứng chỉ hành nghề dược (bao gồm cả trường hợp cấp Chứng chỉ hành nghề dược nhưng Chứng chỉ hành nghề dược bị thu hồi theo quy định tại các khoản 1, 2, 4, 5, 6, 7, 8, 9, 10, 11 Điều 28 của Luật dược) theo hình thức thi",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004534
Cấp Chứng chỉ hành nghề dược theo hình thức xét hồ sơ trong trường hợp Chứng chỉ hành nghề dược bị ghi sai do lỗi của cơ quan cấp Chứng chỉ hành nghề dược,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004604
"Cấp Chứng chỉ hành nghề dược (bao gồm cả trường hợp cấp Chứng chỉ hành nghề dược bị thu hồi theo quy định tại các khoản 1, 2, 4, 5, 6, 7, 8, 9, 10, 11 Điều 28 của Luật dược)theo hình thức xét hồ sơ",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004616
Gia hạn tạm trú cho người nước ngoài tại Việt Nam (thực hiện tại cấp tỉnh),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001146
Gia hạn tạm trú cho người nước ngoài tại Việt Nam (thực hiện tại cấp Trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003326
"Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000779
Thủ tục đăng ký kết hôn lưu động,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000593
Thủ tục đăng ký kết hôn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000894
Tuyển chọn công dân vào Công an nhân dân (thực hiện tại cấp tỉnh),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004030
Tuyển chọn công dân vào Công an nhân dân (thực hiện tại cấp Trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004073
Phê duyệt đánh giá an ninh cảng thủy nội địa tiếp nhận phương tiện thủy nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004239
Thủ tục nộp tiền phạt vi phạm hành chính qua Kho bạc Nhà nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004652
Thủ tục Gia hạn Giấy chứng nhận phê chuẩn Tổ chức bảo dưỡng tàu bay (AMO),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003818
Sửa đổi Giấy chứng nhận phê chuẩn Tổ chức bảo dưỡng tàu bay (AMO),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004986
Cấp giấy chứng nhận phê chuẩn Tổ chức bảo dưỡng tàu bay (AMO),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003850
Thủ tục xóa đăng ký quyền chiếm hữu tàu bay,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003509
Thủ tục xóa đăng ký quyền sở hữu tàu bay,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003406
Thủ tục đăng ký quyền chiếm hữu tàu bay,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003528
Thủ tục đăng ký quyền sở hữu tàu bay,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003541
Xác nhận hàng năm Giấy chứng nhận phù hợp an ninh cảng thủy nội địa tiếp nhận phương tiện thủy nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004137
Cấp Giấy phép vận tải nội địa cho tàu nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004425
Thủ tục cấp Chứng chỉ hành nghề đấu giá,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003915
Công nhận nâng hạng Đăng kiểm viên phương tiện thủy nội địa,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000121
Khai báo tạm trú cho người nước ngoài tại Việt Nam bằng Phiếu khai báo tạm trú,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000253
"Khai quyết toán thuế thu nhập cá nhân đối với tổ chức, cá nhân trả thu nhập từ tiền lương, tiền công của cá nhân cư trú",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004804
Thủ tục cấp công hàm tại các cơ quan trong nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000807
"Cấp giấy miễn thị thực cho người Việt Nam định cư ở nước ngoài và người nước ngoài là vợ, chồng, con của người Việt Nam định cư ở nước ngoài hoặc của công dân Việt Nam",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003144
Thủ tục cấp lại Giấy chứng nhận đăng ký hoạt động đại diện của pháp nhân Việt Nam cho hãng hàng không nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004420
Trình báo mất thẻ ABTC (thực hiện tại cấp trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001458
Thủ tục đăng ký lại kết hôn có yếu tố nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000513
Thủ tục đăng ký lại kết hôn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004746
Đổi Giấy phép lái xe hoặc bằng lái xe của nước ngoài cấp cho khách du lịch nước ngoài lái xe vào Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002793
Yêu cầu định giá lại tài sản thi hành án (cấp huyện),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002217
"Thủ tục thu tiền, giấy tờ của phạm nhân là người phải THADS hoặc thân nhân của họ tự nguyện nộp tại Trại giam hoặc Trại tạm giam của Bộ Công an để thi hành án",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000938
"Thủ tục tạm thu tiền, giấy tờ do phạm nhân phải THADS hoặc thân nhân của họ tự nguyện nộp khi tại Nhà tạm giữ (cơ quan Thi hành án hình sự công an cấp huyện) chưa nhận được quyết định thi hành án",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001027
"Thủ tục thu tiền, giấy tờ của phạm nhân là người phải THADS hoặc thân nhân của họ tự nguyện nộp tại Nhà tạm giữ (cơ quan Thi hành án hình sự công an cấp huyện)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002436
"Thủ tục thu tiền, giấy tờ của phạm nhân là người phải THADS hoặc thân nhân của họ tự nguyện nộp tại Trại tạm giam thuộc Công an tỉnh, thành phố trực thuộc Trung ương để thi hành án",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002466
"Thủ tục tạm thu tiền, giấy tờ do phạm nhân phải THADS hoặc thân nhân của họ tự nguyện nộp khi Trại tạm giam thuộc Công an tỉnh, thành phố trực thuộc Trung ương chưa nhận được quyết định thi hành án",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002507
"Thủ tục nhập khẩu, tạm nhập khẩu xe ô tô, xe gắn máy không nhằm mục đích thương mại",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000115
Khai quyết toán thuế TNCN dành cho cơ sở giao đại lý bảo hiểm trả thu nhập cho cá nhân làm đại lý bảo hiểm,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000270
Khai khấu trừ thuế TNCN dành cho cơ sở giao đại lý xổ số trả thu nhập cho đại lý xổ số,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002525
Khai khấu trừ thuế TNCN dành cho cơ sở giao đại lý bảo hiểm trả thu nhập cho cá nhân làm đại lý bảo hiểm,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002547
Khai quyết toán thuế TNCN dành cho cơ sở giao đại lý xổ số trả thu nhập cho đại lý xổ số,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001317
Gia hạn tạm trú cho người đã được cấp giấy miễn thị thực tại Cục Quản lý xuất nhập cảnh Bộ Công an,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000771
"Gia hạn tạm trú cho người đã được cấp giấy miễn thị thực tại Phòng Quản lý xuất nhập cảnh Công an tỉnh, thành phố trực thuộc Trung ương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002411
"Cấp Giấy chứng nhận đăng ký, biển số xe máy chuyên dùng có thời hạn",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000872
"Cấp bản sao văn bằng, chứng chỉ từ sổ gốc",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005092
Cấp Giấy phép tạm thời cho tàu biển mang cờ quốc tịch Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002656
Thu hồi giấy phép thành lập của Trung tâm trọng tài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000813
Khai Lệ phí trước bạ nhà đất,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000956
"Thủ tục khai lệ phí trước bạ đối với tài sản khác theo quy định của pháp luật về lệ phí trước bạ (trừ nhà, đất và tàu thuyền đánh cá, tàu thuyền vận tải thủy nội địa, tàu biển thiếu hồ sơ gốc hoặc đóng mới tại Việt Nam)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000839
Cho phép trường phổ thông dân tộc nội trú có cấp học cao nhất là trung học phổ thông hoạt động giáo dục,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005081
Cho phép trường trung học phổ thông chuyên hoạt động trở lại,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004988
"Giải thể trường phổ thông dân tộc nội trú (Theo yêu cầu của tổ chức, cá nhân đề nghị thành lập trường)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005076
Giải thể trường trung học phổ thông chuyên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004991
"Sáp nhập, chia tách trường phổ thông dân tộc nội trú",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005079
"Sáp nhập, chia, tách trường trung học phổ thông chuyên",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004999
Thành lập trường phổ thông dân tộc nội trú,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005084
Chấm dứt hoạt động của Trung tâm trọng tài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000808
Công chứng di chúc,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001048
Cấp lại Chứng chỉ hành nghề luật sư đối với những trường hợp bị thu hồi Chứng chỉ hành nghề luật sư quy định tại các điểm d và đ khoản 1 Điều 18 của Luật luật sư,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000507
"Cấp lại Chứng chỉ hành nghề luật sư đối với những trường hợp bị thu hồi Chứng chỉ hành nghề luật sư quy định tại các điểm g, h và i khoản 1 Điều 18 của Luật luật sư",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000547
Thủ tục cấp mã số AEP,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003402
Khai thuế Thu nhập cá nhân đối với cá nhân có thu nhập từ chuyển nhượng vốn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004820
"Thủ tục miễn thuế đối với hàng hóa xuất khẩu, nhập khẩu",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003804
Cấp giấy phép quá cảnh đối với mặt hàng gỗ các loại đã qua xử lý,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001051
Cấp phép tiêu thụ hàng hóa quá cảnh,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000517
Cấp giấy phép quá cảnh đối với hàng hóa thuộc danh mục cấm của Việt Nam nhưng không thuộc danh mục cấm của Campuchia,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000521
Giao nhiệm vụ bồi dưỡng nghiệp vụ sư phạm cho các cơ sở giáo dục đại học,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002259
Gia hạn thời gian học tập ở nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002543
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) cho hàng hóa gửi kho ngoại quan đến các nước thành viên theo Điều ước quốc tế mà Việt Nam ký kết hoặc gia nhập,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001298
"Giấy chứng nhận xuất xứ hàng hoá (C/O) cho hàng hóa xuất khẩu, nhập khẩu từ doanh nghiệp chế xuất, khu chế xuất, kho ngoại quan, khu phi thuế quan và các khu vực hải quan riêng khác có quan hệ xuất nhập khẩu với nội địa",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001370
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) cấp sau,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001380
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) giáp lưng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003522
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) không ưu đãi mẫu DA59,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000430
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) không ưu đãi mẫu ICO,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000398
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) không ưu đãi mẫu Peru,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003477
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) không ưu đãi mẫu Thổ Nhĩ Kỳ,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003400
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) không ưu đãi mẫu Venezuela,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002960
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi một chiều mẫu A (cho mặt hàng giày dép xuất khẩu sang thị trường EU),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000533
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi một chiều mẫu A,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000490
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu AANZ,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000694
Xuất nhập khẩu Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu AI,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000303
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu AJ,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000432
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu AK,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000603
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) không ưu đãi mẫu B,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000450
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu CPTPP,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001372
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu D,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000665
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu E,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000695
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu EAV,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000382
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi Mẫu S,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000676
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu VC,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000664
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu VJ,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000686
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu VK,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000431
Cấp Giấy chứng nhận xuất xứ hàng hoá (C/O) ưu đãi mẫu X,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000260
Cấp Giấy chứng nhận hàng hóa không thay đổi xuất xứ (CNM),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001274
Cấp lại Giấy chứng nhận xuất xứ hàng hoá (C/O),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001383
Giao nhiệm vụ bồi dưỡng và cấp chứng chỉ bồi dưỡng nghiệp vụ quản lý giáo dục,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002233
Mở ngành đào tạo trình độ đại học,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001188
Đăng ký bồi dưỡng nghiệp vụ sư phạm,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002245
Xét đặc cách tốt nghiệp trung học phổ thông,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005098
"Chỉnh sửa nội dung văn bằng, chứng chỉ",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001914
Chuyển từ một trường học ở nước ngoài về học ở một trường tại Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002566
Tiếp nhận du học sinh học bổng ngân sách nhà nước tốt nghiệp về nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002499
Xét tuyển học sinh vào trường dự bị đại học,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001806
"Công nhận bằng tốt nghiệp trung học cơ sở, bằng tốt nghiệp trung học phổ thông, giấy chứng nhận hoàn thành chương trình giáo dục phổ thông do cơ sở giáo dục nước ngoài cấp để sử dụng tại Việt Nam",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004889
Cấp giấy phép thiết lập trang thông tin điện tử tổng hợp (địa phương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001098
Đăng ký tàu biển loại nhỏ,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002550
Đăng ký tàu biển đang đóng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002578
Đăng ký tàu biển tạm thời,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002645
Đăng ký tàu biển có thời hạn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002674
"Xác nhận Đơn hàng nhập khẩu mỹ phẩm dùng cho nghiên cứu, kiểm nghiệm",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002238
Đăng ký dự thi tốt nghiệp trung học phổ thông,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005142
"Giảm thuế, miễn thuế đất cho các đối tượng nộp thuế có khó khăn về kinh tế do bị thiên tai, tai nạn bất ngờ",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001712
"Thủ tục gia hạn nộp tiền thuế, tiền chậm nộp, tiền phạt theo Điều 31 Nghị định 83/2013/NĐ-CP ngày 22/07/2013 đối với trường hợp bị thiệt hại vật chất, gây ảnh hưởng trực tiếp đến sản xuất, kinh doanh do gặp thiên tai, hỏa hoạn, tai nạn bất ngờ; phải ngừng hoạt động do di dời cơ sở sản xuất, kinh doanh theo yêu cầu của cơ quan nhà nước có thẩm quyền làm ảnh hưởng đến kết quả sản xuất, kinh doanh; chưa được thanh toán vốn đầu tư xây dựng cơ bản đã được ghi trong dự toán ngân sách nhà nước mà số tiền thuế, tiền phạt phát sinh tại một Chi cục Hải quan",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004699
"Cấp, cấp đổi, cấp lại chứng chỉ định giá đất",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000732
Phúc khảo bài thi tốt nghiệp trung học phổ thông,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005095
Thay đổi nội dung Giấy đăng ký hoạt động Chi nhánh của Tổ chức trọng tài nước ngoài tại Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000544
Thay đổi nội dung Giấy đăng ký hoạt động của Trung tâm Trọng tài Luật 54/2010/QH12,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002213
"Thay đổi thông tin đăng ký hành nghề của doanh nghiệp quản lý, thanh lý tài sản",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001600
Thay đổi thông tin đăng ký hành nghề của Quản tài viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001633
"Thông báo thay đổi Trưởng Chi nhánh, địa điểm đặt trụ sở của Chi nhánh của Tổ chức trọng tài nước ngoài tại Việt Nam trong phạm vi tỉnh, thành phố trực thuộc trung ương",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000699
"Thay đổi địa chỉ trụ sở của chi nhánh tổ chức hòa giải thương mại nước ngoài tại Việt Nam từ từ tỉnh, thành phố trực thuộc Trung ương này sang tỉnh, thành phố trực thuộc Trung ương khác",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000405
"Thay đổi địa chỉ trụ sở của Trung tâm hòa giải thương mại từ tỉnh, thành phố trực thuộc Trung ương này sang tỉnh, thành phố trực thuộc Trung ương khác",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005147
Thủ tục cấp Giấy phép thành lập Trung tâm hoà giải thương mại,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002055
Thủ tục đăng ký hoạt động đối với doanh nghiệp đấu giá tài sản thành lập trước ngày Luật Đấu giá tài sản có hiệu lực thi hành tiếp tục hoạt động đấu giá tài sản và kinh doanh các ngành nghề khác,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001306
Thủ tục đăng ký hoạt động đối với doanh nghiệp đấu giá tài sản thành lập trước ngày Luật Đấu giá tài sản có hiệu lực thi hành chuyển đổi toàn bộ hoạt động của doanh nghiệp,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001386
Cấp giấy phép thành lập Văn phòng đại diện của Tổ chức trọng tài nước ngoài tại Việt Nam,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002998
Cấp Giấy chứng nhận quy trình Kimberly đối với kim cương thô,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000658
Đăng ký và cấp Sổ thuyền viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002788
"Cấp phép bay đi, đến cho các chuyến bay thực hiện hoạt động hàng không dân dụng tại Việt Nam",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001388
"Thủ tục sửa chữa, bổ sung, điều chỉnh thông tin về đăng ký quốc tịch tàu bay, đăng ký các quyền đối với tàu bay và đăng ký văn bản IDERA",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005193
"Thủ tục giảm thuế xuất khẩu, thuế nhập khẩu thuộc thẩm quyền của Chi cục Hải quan",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003750
Đăng ký làm hòa giải viên thương mại vụ việc,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005149
